DepartureStation,ArrivalStation,Capacity,Weekend,Month,Hour,Duration,Passengers
BH,AO,186,1,7,13,2.5,186.0
AF,AO,186,1,12,8,3.17,179.0
AR,AO,186,0,12,13,2.58,149.0
AK,AO,186,0,2,17,2.0,186.0
BD,AO,186,1,9,23,0.92,126.0
AW,AO,186,0,11,8,1.5,146.0
BD,AO,186,0,4,17,0.92,186.0
AT,AO,186,0,6,8,1.42,186.0
BP,AO,186,0,3,8,1.58,166.0
BH,AO,180,0,2,7,2.5,146.0
BG,AO,186,0,10,13,0.67,136.0
AU,AO,186,0,6,21,2.5,115.0
BD,AO,186,0,7,15,1.0,149.0
AW,AO,186,1,12,8,1.5,156.0
AF,AO,186,1,12,20,3.17,181.0
AW,AO,186,0,5,8,1.5,186.0
BG,AO,186,0,6,9,0.5,162.0
BM,AO,186,0,7,19,4.0,145.0
AK,AO,186,0,8,15,2.0,186.0
BM,AO,186,1,4,19,3.92,142.0
AW,AO,186,0,11,8,1.5,186.0
AW,AO,186,0,3,8,1.5,167.0
BL,AO,186,0,6,18,2.08,186.0
AU,AO,186,0,8,9,2.5,185.0
BG,AO,180,0,2,8,1.67,139.0
AT,AO,186,1,12,13,1.33,184.0
BM,AO,180,1,10,18,3.83,180.0
AW,AO,186,0,6,8,1.42,178.0
BM,AO,180,0,1,11,4.92,180.0
BM,AO,186,1,9,0,4.0,135.0
AW,AO,180,1,9,19,1.42,161.0
AF,AO,180,0,8,21,2.17,96.0
BM,AO,186,1,2,23,4.92,165.0
BM,AO,186,0,1,6,4.92,153.0
AT,AO,180,1,7,18,1.42,172.0
AL,AO,186,0,3,16,1.75,111.0
BP,AO,186,1,10,8,1.58,172.0
AK,AO,186,1,5,17,2.0,186.0
AT,AO,186,1,6,22,1.4,186.0
AR,AO,186,1,3,15,2.58,153.0
AK,AO,186,1,8,15,2.0,186.0
BH,AO,186,0,11,7,2.5,186.0
BD,AO,180,0,9,12,0.92,108.0
BM,AO,186,0,9,20,3.98,137.0
BH,AO,186,1,6,15,2.5,153.0
BM,AO,186,0,1,11,4.92,133.0
BM,AO,186,0,7,12,4.0,151.0
AP,AO,186,0,6,20,3.08,171.0
AW,AO,186,0,6,8,1.42,176.0
AK,AO,186,1,1,17,2.0,175.0
BD,AO,186,0,8,15,1.0,136.0
BM,AO,186,1,5,19,3.83,153.0
AR,AO,186,0,6,15,2.67,186.0
AP,AO,186,1,4,9,3.08,135.0
AT,AO,186,1,11,17,1.33,178.0
AK,AO,186,1,8,17,2.0,186.0
BD,AO,180,0,4,12,0.92,124.0
BM,AO,186,1,4,0,3.92,137.0
AK,AO,186,0,11,16,1.92,186.0
BP,AO,180,0,7,22,1.58,112.0
AF,AO,186,1,4,9,2.17,149.0
AK,AO,186,0,12,10,1.92,161.0
AW,AO,186,0,4,8,1.5,186.0
BM,AO,186,1,7,0,4.0,158.0
BM,AO,180,0,6,19,4.0,180.0
BM,AO,186,1,5,23,3.83,179.0
BM,AO,186,0,5,20,3.83,182.0
BH,AO,186,0,5,10,2.5,186.0
BA,AO,186,1,12,20,1.25,155.0
AT,AO,186,0,5,18,1.33,144.0
BM,AO,180,0,8,20,3.98,126.0
BG,AO,186,0,8,9,0.5,103.0
AR,AO,180,1,4,10,2.58,180.0
BD,AO,180,0,4,17,0.92,142.0
AP,AO,186,1,4,9,3.08,144.0
AK,AO,180,0,6,15,2.0,170.0
AK,AO,186,1,4,17,2.0,186.0
AR,AO,186,0,7,15,2.67,157.0
AK,AO,186,1,5,17,2.0,162.0
AW,AO,186,1,6,19,1.42,182.0
AT,AO,186,0,7,22,1.4,172.0
BD,AO,186,0,7,7,1.0,108.0
AF,AO,186,0,3,21,2.1,186.0
AR,AO,186,1,1,10,2.58,169.0
BM,AO,186,0,3,2,3.92,133.0
BH,AO,186,0,3,7,2.5,157.0
BP,AO,186,0,6,22,1.57,123.0
BP,AO,186,1,6,16,1.58,158.0
BP,AO,186,1,6,12,1.58,166.0
AK,AO,186,0,11,10,1.92,186.0
AP,AO,186,1,3,19,3.08,186.0
AP,AO,186,1,3,16,3.08,165.0
BD,AO,186,1,3,12,0.92,186.0
BP,AO,186,0,8,22,1.58,125.0
AT,AO,186,0,2,18,1.33,183.0
BQ,AO,186,0,2,9,2.0,186.0
AK,AO,186,1,5,15,2.0,186.0
BQ,AO,186,1,8,8,2.0,186.0
AR,AO,186,1,11,13,2.58,176.0
BM,AO,186,0,2,19,4.92,115.0
BM,AO,186,1,4,6,3.92,140.0
BD,AO,180,1,6,23,0.98,156.0
AF,AO,186,0,6,9,2.17,142.0
BM,AO,186,1,9,0,4.0,123.0
BC,AO,186,0,7,12,1.33,158.0
AK,AO,186,0,9,17,1.83,172.0
BD,AO,186,1,3,17,0.92,156.0
AT,AO,186,0,11,22,1.33,166.0
AW,AO,186,0,7,19,1.42,157.0
AK,AO,186,1,7,17,2.0,181.0
BL,AO,186,0,12,21,2.08,162.0
AW,AO,186,1,11,16,1.5,186.0
AT,AO,180,0,3,22,1.33,180.0
BM,AO,186,1,3,11,4.92,156.0
BD,AO,186,1,7,15,1.0,161.0
AP,AO,186,0,9,8,3.08,111.0
AW,AO,186,1,1,8,1.5,123.0
AK,AO,180,1,7,15,2.0,178.0
BM,AO,186,1,6,18,4.0,177.0
BM,AO,186,0,1,11,4.92,162.0
BM,AO,186,1,12,1,4.92,186.0
BH,AO,186,0,9,13,2.5,143.0
AT,AO,186,1,10,8,1.42,186.0
AW,AO,186,1,12,19,1.5,186.0
BM,AO,186,1,2,19,4.92,186.0
BH,AO,186,1,12,7,2.5,186.0
BC,AO,180,0,9,7,1.33,160.0
AW,AO,186,0,8,19,1.42,155.0
BD,AO,180,1,9,23,0.92,142.0
AW,AO,186,0,10,19,1.5,174.0
AU,AO,186,0,5,13,2.58,186.0
BM,AO,186,1,1,11,4.92,162.0
BP,AO,186,0,12,22,1.58,154.0
BD,AO,186,0,6,18,1.0,157.0
BD,AO,186,0,6,12,1.0,142.0
AW,AO,180,1,12,22,1.5,176.0
BM,AO,186,0,11,9,4.92,180.0
BM,AO,186,1,2,6,4.92,160.0
AR,AO,186,0,10,13,2.58,184.0
AT,AO,186,1,10,8,1.42,161.0
AW,AO,186,0,2,19,1.5,117.0
BM,AO,180,0,11,9,4.92,180.0
BD,AO,186,1,5,12,0.92,150.0
BG,AO,186,0,12,8,1.67,178.0
AP,AO,186,1,1,19,3.08,146.0
AF,AO,180,0,7,21,2.17,143.0
AT,AO,186,0,1,18,1.33,177.0
AT,AO,186,0,8,22,1.4,186.0
BH,AO,186,0,12,7,2.5,132.0
AR,AO,186,1,11,13,2.58,135.0
AT,AO,186,0,2,18,1.33,186.0
AT,AO,186,0,5,18,1.33,186.0
BD,AO,186,1,10,18,0.92,145.0
BH,AO,186,0,11,15,2.5,167.0
AT,AO,186,0,3,8,1.33,186.0
AW,AO,186,0,10,19,1.5,183.0
BG,AO,186,0,10,9,0.67,156.0
AW,AO,186,0,9,8,1.42,186.0
AW,AO,180,0,9,19,1.42,159.0
BM,AO,186,0,6,19,4.0,151.0
BM,AO,186,0,2,23,4.92,147.0
AU,AO,186,0,9,13,2.42,158.0
AT,AO,186,0,9,18,1.33,186.0
BD,AO,186,1,11,18,0.92,145.0
BM,AO,186,0,6,1,4.0,169.0
AR,AO,186,1,12,13,2.58,169.0
BD,AO,186,0,1,13,0.92,116.0
AF,AO,186,0,5,9,2.15,109.0
AP,AO,186,0,10,8,3.08,186.0
AW,AO,186,1,12,8,1.5,153.0
AT,AO,186,0,6,8,1.42,186.0
BM,AO,186,0,10,0,3.92,143.0
BD,AO,186,0,6,22,1.0,153.0
AT,AO,186,0,6,13,1.42,181.0
BM,AO,186,1,6,12,4.0,175.0
AP,AO,180,0,7,8,3.08,180.0
AU,AO,186,1,9,18,2.42,170.0
BM,AO,180,0,1,11,4.92,138.0
AR,AO,186,1,6,17,2.67,121.0
BM,AO,186,0,7,0,4.0,141.0
BQ,AO,186,1,11,9,2.0,150.0
AF,AO,186,1,5,9,2.15,186.0
BM,AO,186,1,8,12,4.0,126.0
BM,AO,186,0,12,9,4.92,165.0
AK,AO,186,1,11,10,1.92,186.0
AK,AO,186,0,5,15,2.0,183.0
BH,AO,186,0,5,7,2.5,185.0
AL,AO,186,0,8,12,1.83,149.0
BM,AO,186,1,5,20,3.83,146.0
AP,AO,186,1,5,16,3.08,133.0
AU,AO,180,0,6,13,2.5,160.0
BM,AO,186,0,1,19,4.92,141.0
BM,AO,180,1,4,6,3.92,180.0
BG,AO,186,1,4,9,0.67,157.0
BM,AO,186,0,10,18,3.83,186.0
AT,AO,186,0,4,18,1.33,186.0
AK,AO,186,1,1,15,2.0,149.0
BH,AO,186,1,10,7,2.5,185.0
AW,AO,180,0,5,8,1.5,180.0
AF,AO,186,0,7,21,2.17,168.0
AL,AO,186,0,7,9,1.83,153.0
BM,AO,186,0,12,18,4.92,162.0
AT,AO,186,0,10,8,1.42,186.0
BH,AO,186,1,6,13,2.5,182.0
BP,AO,186,1,10,22,1.58,173.0
AF,AO,186,1,10,9,2.17,150.0
AT,AO,186,0,2,22,1.32,181.0
BM,AO,180,1,4,1,3.92,124.0
AT,AO,186,1,6,8,1.42,179.0
AU,AO,186,1,5,13,2.58,180.0
AL,AO,186,0,5,12,1.83,186.0
AF,AO,186,0,2,8,3.17,171.0
AP,AO,186,0,10,8,3.08,186.0
BM,AO,186,0,4,6,3.92,115.0
BP,AO,186,1,4,8,1.58,186.0
AP,AO,186,0,5,12,3.08,157.0
AP,AO,180,1,6,20,3.08,180.0
BM,AO,186,0,6,19,4.0,182.0
BD,AO,186,0,6,12,1.0,132.0
AK,AO,186,0,6,10,2.0,178.0
BH,AO,186,0,5,10,2.5,184.0
AU,AO,186,1,4,13,2.5,186.0
BD,AO,186,1,4,12,0.92,186.0
AF,AO,186,1,4,8,2.17,163.0
BD,AO,186,0,7,7,1.0,113.0
BM,AO,180,0,5,20,3.83,142.0
BM,AO,180,0,5,0,3.83,131.0
AK,AO,186,0,5,15,2.0,186.0
AF,AO,186,1,5,8,2.15,165.0
AP,AO,186,0,4,13,3.08,131.0
AL,AO,180,0,4,20,1.75,173.0
BM,AO,186,1,12,9,4.92,179.0
AP,AO,186,0,7,12,3.08,186.0
BM,AO,186,0,4,20,3.92,163.0
BM,AO,186,0,8,0,4.0,137.0
BG,AO,186,0,6,9,0.5,167.0
AT,AO,186,0,12,22,1.33,186.0
AT,AO,186,0,11,13,1.33,182.0
AU,AO,186,1,9,13,2.42,151.0
AT,AO,186,0,3,22,1.33,185.0
BM,AO,186,0,3,6,3.92,177.0
BP,AO,186,0,11,8,1.58,186.0
BM,AO,186,0,9,0,4.0,108.0
BM,AO,186,0,3,2,3.92,130.0
BM,AO,186,0,3,19,4.92,154.0
BH,AO,186,1,12,15,2.5,181.0
BM,AO,186,0,11,23,4.83,158.0
BP,AO,186,1,1,8,1.58,186.0
AT,AO,186,1,1,13,1.33,186.0
BH,AO,186,0,11,14,2.5,160.0
AK,AO,186,0,7,15,2.0,168.0
AL,AO,186,1,7,16,1.83,186.0
AF,AO,186,0,10,9,2.17,147.0
AR,AO,186,0,10,13,2.58,177.0
AK,AO,186,0,3,17,2.0,185.0
AF,AO,186,0,2,20,3.1,183.0
AF,AO,186,1,5,8,2.15,186.0
BL,AO,186,0,3,21,2.08,186.0
BM,AO,186,0,3,6,3.92,153.0
BM,AO,186,1,9,18,4.0,168.0
AT,AO,186,0,11,18,1.33,186.0
BD,AO,180,1,9,12,0.92,105.0
AK,AO,186,0,9,10,1.83,184.0
AK,AO,180,0,12,16,1.92,180.0
AP,AO,180,0,8,12,3.08,166.0
AT,AO,186,0,8,13,1.42,186.0
AF,AO,186,0,11,20,3.17,186.0
BD,AO,186,0,7,15,1.0,136.0
BH,AO,186,1,2,13,2.5,139.0
BL,AO,186,1,2,14,2.08,184.0
BM,AO,186,1,10,13,3.83,165.0
BM,AO,186,0,3,12,3.92,137.0
BD,AO,186,1,3,12,0.92,170.0
BP,AO,180,1,5,12,1.5,180.0
AT,AO,186,0,12,18,1.33,186.0
BL,AO,186,0,2,21,2.08,186.0
AF,AO,186,0,3,21,2.1,186.0
BM,AO,186,1,9,19,4.0,144.0
AW,AO,186,0,9,8,1.42,186.0
AP,AO,186,0,8,12,3.08,153.0
AW,AO,186,1,8,19,1.42,184.0
AT,AO,186,0,10,22,1.33,186.0
AK,AO,180,0,7,17,2.0,162.0
BH,AO,186,0,10,7,2.5,186.0
BC,AO,186,0,11,8,1.33,158.0
AK,AO,180,0,11,21,1.75,168.0
AK,AO,186,0,9,17,1.83,175.0
AW,AO,180,1,3,19,1.5,150.0
AK,AO,186,0,9,15,1.83,171.0
AR,AO,186,0,12,13,2.58,139.0
BM,AO,180,0,10,18,3.83,165.0
BH,AO,186,1,6,7,2.5,173.0
AT,AO,186,0,8,22,1.4,183.0
AT,AO,180,0,1,8,1.33,176.0
BP,AO,186,0,6,8,1.58,134.0
BD,AO,186,1,1,13,0.92,186.0
BP,AO,186,0,12,22,1.58,124.0
AW,AO,186,1,11,8,1.5,163.0
AW,AO,186,1,11,11,1.58,186.0
BQ,AO,180,0,2,9,2.0,180.0
AW,AO,186,0,5,19,1.5,138.0
BD,AO,180,1,9,15,0.92,176.0
BM,AO,186,0,9,12,4.0,132.0
AF,AO,186,0,8,9,2.17,168.0
AK,AO,186,0,1,15,2.0,151.0
BM,AO,186,1,11,18,3.83,186.0
AK,AO,186,0,7,17,2.0,166.0
BD,AO,180,1,7,23,0.98,180.0
AW,AO,186,0,10,16,1.5,186.0
BM,AO,186,1,12,17,4.92,186.0
BM,AO,186,0,7,20,3.98,148.0
AT,AO,186,1,6,6,1.42,165.0
AT,AO,186,0,2,22,1.32,184.0
BH,AO,186,0,1,7,2.5,136.0
BM,AO,180,1,8,1,4.0,142.0
BM,AO,186,0,1,1,4.92,94.0
BM,AO,186,1,7,11,4.0,162.0
BD,AO,186,1,5,12,0.92,173.0
BG,AO,186,0,11,12,1.67,97.0
BG,AO,186,1,1,8,1.67,179.0
AT,AO,186,0,10,18,1.33,186.0
BD,AO,186,0,6,15,1.0,167.0
BQ,AO,180,0,12,15,2.0,165.0
BG,AO,186,0,8,9,0.5,122.0
BG,AO,186,1,8,9,0.5,145.0
BD,AO,186,1,3,17,0.92,121.0
BM,AO,180,1,8,0,4.0,112.0
BH,AO,186,0,11,7,2.5,158.0
BH,AO,186,1,7,7,2.5,186.0
AK,AO,186,1,1,15,2.0,154.0
AU,AO,186,1,3,19,2.5,159.0
BD,AO,186,0,10,15,0.92,144.0
BM,AO,186,0,9,0,4.0,173.0
BM,AO,186,0,10,20,3.83,131.0
BM,AO,180,1,6,19,4.0,157.0
AK,AO,186,0,6,10,2.0,168.0
AF,AO,186,1,10,9,2.17,186.0
AW,AO,186,1,12,19,1.5,186.0
BD,AO,180,1,1,17,0.92,144.0
AK,AO,180,0,2,11,2.0,127.0
BQ,AO,186,1,12,18,2.0,109.0
AK,AO,186,1,9,15,1.83,181.0
BM,AO,186,0,6,18,4.0,132.0
AT,AO,186,1,1,8,1.33,178.0
BD,AO,186,0,1,13,0.92,122.0
AW,AO,186,1,11,8,1.5,183.0
BH,AO,180,0,6,11,2.5,164.0
BH,AO,186,0,8,10,2.5,180.0
AK,AO,186,0,12,21,1.75,167.0
BM,AO,186,0,5,6,3.83,171.0
AT,AO,186,0,2,13,1.33,186.0
BG,AO,186,1,12,12,1.67,177.0
BM,AO,186,0,11,12,4.83,167.0
BM,AO,186,1,11,12,4.83,186.0
AL,AO,180,0,8,12,1.83,164.0
BM,AO,186,0,1,23,4.92,118.0
AK,AO,186,0,9,10,1.83,170.0
BH,AO,186,1,6,13,2.5,170.0
AF,AO,180,0,11,20,3.17,165.0
BM,AO,186,0,5,20,3.83,149.0
AW,AO,186,1,4,19,1.5,137.0
AK,AO,180,0,4,15,2.0,180.0
BH,AO,186,1,4,21,2.5,152.0
BM,AO,186,0,4,6,3.92,104.0
BD,AO,180,1,12,13,0.92,166.0
AW,AO,186,1,5,16,1.5,186.0
BM,AO,186,0,10,20,3.83,127.0
AK,AO,186,1,5,15,2.0,156.0
BM,AO,186,0,1,23,4.92,185.0
AT,AO,180,1,4,18,1.33,180.0
AK,AO,186,0,5,15,2.0,186.0
BM,AO,186,0,6,0,4.0,158.0
BM,AO,186,1,4,12,3.92,125.0
AW,AO,186,1,2,8,1.5,101.0
AT,AO,186,0,4,18,1.33,184.0
AR,AO,180,1,6,10,2.67,152.0
AR,AO,180,0,8,15,2.67,180.0
AF,AO,186,0,4,9,2.17,141.0
AW,AO,186,1,12,16,1.5,186.0
BP,AO,186,1,7,16,1.58,152.0
BQ,AO,180,1,9,13,2.0,174.0
BM,AO,186,1,9,0,4.0,138.0
BH,AO,186,1,12,14,2.5,185.0
AR,AO,186,0,8,11,2.67,186.0
AW,AO,186,1,8,19,1.42,151.0
BC,AO,186,0,9,7,1.33,178.0
AK,AO,186,1,11,17,1.92,186.0
AP,AO,186,1,1,8,3.08,163.0
AW,AO,186,0,7,8,1.42,186.0
BM,AO,186,0,1,11,4.92,128.0
BM,AO,186,0,7,0,4.0,104.0
BH,AO,186,0,10,14,2.5,174.0
BM,AO,186,0,3,23,4.92,154.0
AT,AO,186,0,12,22,1.33,160.0
BP,AO,186,1,11,22,1.58,168.0
BH,AO,186,1,1,13,2.5,106.0
AP,AO,180,0,7,12,3.08,174.0
AT,AO,180,1,7,13,1.42,145.0
AK,AO,186,0,1,15,2.0,168.0
BP,AO,186,0,3,8,1.58,186.0
BQ,AO,186,1,3,13,2.0,186.0
BM,AO,186,0,1,6,4.92,151.0
AR,AO,186,1,8,10,2.67,170.0
AF,AO,186,0,12,20,3.17,185.0
AK,AO,186,1,12,10,1.92,186.0
BP,AO,180,0,11,8,1.58,179.0
BL,AO,186,1,11,13,2.08,186.0
BH,AO,186,0,7,18,2.5,105.0
BH,AO,186,0,9,17,2.5,160.0
BD,AO,186,1,8,15,1.0,186.0
AT,AO,186,0,8,13,1.42,183.0
BM,AO,186,1,8,18,4.0,147.0
BM,AO,186,1,1,6,4.92,119.0
AW,AO,186,0,11,22,1.48,165.0
BL,AO,186,1,3,9,2.08,184.0
AK,AO,186,0,7,15,2.0,186.0
AL,AO,186,0,2,16,1.75,127.0
BM,AO,180,1,9,0,4.0,110.0
AW,AO,186,1,5,19,1.5,186.0
BH,AO,180,1,5,7,2.5,180.0
AF,AO,186,0,4,21,2.1,119.0
BC,AO,186,0,7,7,1.33,168.0
AT,AO,186,1,1,22,1.32,179.0
AW,AO,186,1,6,19,1.42,176.0
BM,AO,186,1,10,20,3.83,149.0
BP,AO,186,1,8,16,1.58,166.0
BQ,AO,180,0,6,8,2.0,180.0
AP,AO,186,1,10,20,3.08,156.0
BH,AO,186,1,10,14,2.5,182.0
AF,AO,186,1,12,8,3.17,186.0
BM,AO,186,1,11,9,4.92,186.0
BH,AO,180,1,3,7,2.5,125.0
BP,AO,186,1,2,8,1.58,179.0
AW,AO,186,0,10,8,1.5,186.0
BM,AO,180,0,11,0,4.92,177.0
AT,AO,180,1,5,22,1.33,180.0
AT,AO,186,0,10,6,1.42,186.0
BM,AO,186,0,2,0,4.92,186.0
AR,AO,180,1,6,17,2.67,142.0
BD,AO,186,0,6,7,1.0,103.0
AF,AO,186,0,9,9,2.17,146.0
BM,AO,186,1,10,13,3.83,186.0
AF,AO,186,1,9,8,2.17,186.0
BQ,AO,186,0,6,8,2.0,157.0
AT,AO,186,0,10,18,1.33,186.0
BA,AO,186,1,12,20,1.25,140.0
AT,AO,186,0,1,18,1.33,186.0
BD,AO,186,1,9,23,0.92,104.0
AT,AO,180,1,6,13,1.42,177.0
AK,AO,186,0,6,15,2.0,185.0
AP,AO,186,0,11,20,3.08,132.0
AP,AO,186,1,3,8,3.08,186.0
BM,AO,186,0,11,19,4.83,155.0
AT,AO,180,0,5,8,1.33,171.0
BM,AO,186,0,1,11,4.92,150.0
AT,AO,186,1,9,22,1.33,186.0
BH,AO,180,1,2,21,2.5,140.0
AP,AO,180,0,5,8,3.08,148.0
BD,AO,186,1,5,17,0.92,149.0
BM,AO,186,1,2,0,4.92,133.0
AK,AO,186,1,11,21,1.75,167.0
BH,AO,186,0,4,21,2.5,157.0
BM,AO,180,1,1,20,4.92,120.0
BM,AO,186,0,11,17,4.83,186.0
AK,AO,186,0,8,15,2.0,178.0
BH,AO,186,0,8,21,2.5,150.0
BM,AO,180,1,6,1,4.0,167.0
AF,AO,186,1,12,20,3.17,158.0
AR,AO,186,1,12,13,2.58,163.0
BM,AO,180,1,12,17,4.92,180.0
BM,AO,186,0,10,18,3.83,186.0
BG,AO,180,0,12,12,1.67,131.0
AW,AO,186,1,11,22,1.48,185.0
AK,AO,186,0,2,17,2.0,173.0
BM,AO,186,0,7,19,4.0,151.0
AW,AO,186,1,5,8,1.5,173.0
BM,AO,186,1,2,23,4.92,156.0
AT,AO,186,1,7,13,1.42,180.0
AP,AO,186,0,6,8,3.08,164.0
AK,AO,180,1,1,17,2.0,160.0
AP,AO,186,0,1,8,3.08,161.0
BH,AO,186,1,7,21,2.5,186.0
AU,AO,180,0,3,12,2.5,180.0
BM,AO,186,1,9,6,4.0,154.0
AR,AO,186,1,7,14,2.67,186.0
AT,AO,186,1,12,18,1.33,186.0
BQ,AO,186,1,11,9,2.0,140.0
BM,AO,186,0,9,12,4.0,152.0
AT,AO,180,0,9,22,1.33,179.0
BG,AO,186,0,12,8,1.67,135.0
AK,AO,180,0,10,10,1.92,180.0
AK,AO,186,0,12,10,1.92,186.0
AT,AO,180,0,7,18,1.42,180.0
AK,AO,186,1,11,21,1.75,184.0
BM,AO,186,0,2,11,4.92,118.0
AT,AO,186,1,7,8,1.42,157.0
AP,AO,186,0,7,12,3.08,175.0
AK,AO,186,0,1,17,2.0,135.0
BP,AO,186,0,2,8,1.58,178.0
BP,AO,186,0,6,22,1.57,135.0
AW,AO,180,0,11,8,1.5,171.0
BD,AO,180,0,8,7,1.0,95.0
AU,AO,186,1,8,13,2.5,186.0
BH,AO,186,1,12,7,2.5,186.0
BM,AO,180,1,9,11,4.0,145.0
BL,AO,180,0,12,13,2.08,177.0
BM,AO,186,0,10,18,3.83,134.0
BM,AO,186,0,9,18,4.0,146.0
AT,AO,186,1,4,8,1.33,160.0
BM,AO,186,1,4,6,3.92,135.0
AT,AO,186,1,5,6,1.33,183.0
AR,AO,186,1,8,17,2.67,186.0
AT,AO,186,1,5,13,1.33,177.0
BA,AO,186,1,12,20,1.25,145.0
AK,AO,186,1,5,15,2.0,164.0
BG,AO,186,1,4,9,0.67,106.0
BH,AO,186,0,12,15,2.5,144.0
BD,AO,180,0,6,9,1.0,102.0
BP,AO,186,0,4,8,1.58,186.0
AU,AO,186,1,4,18,2.5,150.0
AP,AO,186,1,4,19,3.08,154.0
BH,AO,186,0,4,21,2.5,169.0
AK,AO,186,0,10,16,1.92,186.0
AK,AO,186,1,4,17,2.0,182.0
AT,AO,186,0,4,8,1.33,165.0
BM,AO,186,0,5,0,3.83,119.0
AK,AO,186,1,12,21,1.75,186.0
BM,AO,186,0,4,6,3.92,186.0
AT,AO,186,0,4,8,1.33,186.0
AF,AO,180,1,6,9,2.17,154.0
AT,AO,186,0,7,8,1.42,186.0
AW,AO,186,0,7,19,1.42,182.0
BM,AO,180,0,11,19,4.83,163.0
BC,AO,186,0,3,7,1.33,172.0
BM,AO,186,0,3,19,3.92,151.0
BH,AO,186,1,6,7,2.5,174.0
BH,AO,186,1,1,21,2.5,132.0
AW,AO,180,1,7,8,1.42,177.0
BG,AO,180,0,11,12,1.67,105.0
BM,AO,180,0,5,20,3.83,141.0
AP,AO,186,0,3,12,3.08,180.0
BC,AO,180,0,3,7,1.33,147.0
AK,AO,186,0,3,17,2.0,162.0
AW,AO,186,1,11,19,1.5,186.0
AU,AO,186,0,3,9,2.5,182.0
AK,AO,186,1,1,15,2.0,186.0
AT,AO,180,0,1,8,1.33,158.0
BD,AO,186,0,2,13,0.92,186.0
AR,AO,186,0,9,15,2.58,157.0
AW,AO,180,1,9,19,1.42,179.0
BM,AO,186,0,3,1,3.92,164.0
BM,AO,186,0,3,23,4.92,145.0
BM,AO,186,1,3,19,3.92,165.0
BM,AO,186,1,3,11,4.92,137.0
AT,AO,186,0,6,8,1.42,186.0
AU,AO,186,0,9,13,2.42,182.0
AW,AO,180,0,8,19,1.42,149.0
AR,AO,186,1,1,11,2.58,186.0
BG,AO,186,0,1,8,1.67,139.0
AT,AO,186,0,8,13,1.42,185.0
BM,AO,180,1,8,11,4.0,155.0
AP,AO,186,1,6,20,3.08,186.0
AK,AO,186,0,12,16,1.92,186.0
AT,AO,186,0,3,13,1.33,181.0
AR,AO,186,0,10,13,2.58,186.0
AR,AO,186,1,3,10,2.58,157.0
AF,AO,186,0,7,9,2.17,184.0
AT,AO,186,0,2,18,1.33,186.0
AF,AO,186,0,5,9,2.15,152.0
BC,AO,186,0,9,12,1.33,159.0
BM,AO,186,1,1,23,4.92,131.0
BM,AO,186,0,6,18,4.0,148.0
AT,AO,180,1,3,18,1.33,164.0
AT,AO,186,1,9,22,1.33,186.0
AF,AO,186,0,10,20,2.17,185.0
BM,AO,180,1,3,23,3.92,180.0
BM,AO,186,1,3,23,4.92,104.0
BM,AO,186,1,2,0,4.92,154.0
BG,AO,186,1,11,14,1.67,94.0
BP,AO,186,0,10,8,1.58,181.0
BL,AO,186,0,2,21,2.08,186.0
AF,AO,186,1,6,21,2.17,169.0
AK,AO,186,1,6,10,2.0,185.0
AT,AO,186,0,4,8,1.33,186.0
AT,AO,186,1,9,18,1.33,173.0
BP,AO,180,1,6,16,1.58,180.0
AT,AO,186,0,6,13,1.42,175.0
AT,AO,186,0,3,22,1.33,180.0
AK,AO,186,1,5,15,2.0,186.0
BL,AO,186,1,5,9,2.08,186.0
BD,AO,186,0,12,17,0.92,139.0
AK,AO,186,1,3,12,2.0,171.0
BD,AO,186,0,11,15,0.92,163.0
BM,AO,186,1,9,19,4.0,186.0
AK,AO,186,0,5,17,2.0,186.0
AK,AO,186,1,1,15,2.0,153.0
AT,AO,186,1,12,17,1.33,186.0
AT,AO,186,0,11,13,1.33,186.0
AT,AO,180,0,8,18,1.42,174.0
AT,AO,186,0,11,13,1.33,186.0
AK,AO,180,1,11,10,1.92,180.0
BH,AO,186,0,7,18,2.5,177.0
BC,AO,186,0,10,8,1.33,162.0
BM,AO,186,1,3,18,4.92,136.0
BG,AO,186,0,10,13,0.67,151.0
BM,AO,186,1,10,13,3.83,186.0
AW,AO,186,1,11,19,1.5,186.0
AU,AO,180,1,1,19,2.5,176.0
AF,AO,180,0,11,8,3.17,139.0
AW,AO,180,0,3,11,1.5,174.0
BM,AO,186,0,1,23,4.92,124.0
BQ,AO,186,1,12,13,2.0,152.0
AR,AO,180,1,12,13,2.58,168.0
BC,AO,180,1,12,14,1.33,154.0
BD,AO,180,1,10,18,0.92,180.0
AF,AO,186,0,11,8,3.17,186.0
AT,AO,180,1,10,22,1.33,141.0
AT,AO,186,0,7,13,1.42,179.0
AT,AO,180,1,11,18,1.33,180.0
BG,AO,186,0,7,9,0.5,132.0
BM,AO,186,1,11,9,4.92,183.0
BH,AO,180,1,9,21,2.5,180.0
AR,AO,186,0,10,13,2.58,180.0
AT,AO,186,0,11,8,1.42,186.0
BC,AO,186,0,10,8,1.33,177.0
BD,AO,186,1,12,15,0.92,133.0
BC,AO,186,0,10,8,1.33,180.0
BM,AO,186,0,7,0,4.0,145.0
AF,AO,180,1,1,8,3.17,124.0
BM,AO,180,1,1,23,4.92,122.0
AT,AO,186,0,2,6,1.33,186.0
AK,AO,180,0,1,15,2.0,147.0
BM,AO,186,0,5,0,3.83,172.0
